source_idx,domain,verdict,reason,exp_goal,quoted_title,doi,resolved_title,container,year,type,match,quality
9861,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the 'Isolation of Heterocysts from Anabaena sp. PCC 7120' protocol, what is the precise sequence of steps involved in the lysozyme treatment phase, including reagent addition, incubation conditions, and mixing requirements? Please provide the experimental protocol to solve this problem.",Isolation of Heterocysts from Anabaena sp. PCC 7120,10.21769/bioprotoc.1456,Isolation of Heterocysts from Anabaena sp. PCC 7120,BIO-PROTOCOL,2015,journal-article,1.0,high
9867,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFICHE'","In the context of the Helicobacter pylori surface proteome study, what are the main steps of the 'On-cell Biotinylation' phase, starting from bacterial culture growth to the completion of the washing process? Please provide the experimental protocol to solve this problem.",On-cell Biotinylation,10.17504/protocols.io.x54v9d9o4g3e/v1,Cell surface biotinylation v1,,2023,posted-content,0.72,medium
9872,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","In the DNA Slot Blot Repair Assay, what are the precise steps required to resuspend, treat, and lyse the cell pellet during the DNA preparation phase before transferring the lysate to the spin column? Please provide the experimental protocol to solve this problem.",,,,,,,,
9876,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the 'Measuring Arabidopsis, Tomato and Barley Leaf Relative Water Content (RWC)' protocol, what is the detailed workflow for obtaining the turgid weight (TW) of a harvested leaf sample while ensuring proper hydration and removal of excess water? Please provide the experimental protocol to solve t","Measuring Arabidopsis, Tomato and Barley Leaf Relative Water Content (RWC)",10.21769/bioprotoc.1451,"Measuring Arabidopsis, Tomato and Barley Leaf Relative Water Content (RWC)",BIO-PROTOCOL,2015,journal-article,1.0,high
9877,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'wells'","What are the major experimental stages in the 'Measurement of Nucleotide Triphosphate Sugar Transferase Activity via Generation of Pyrophosphate' protocol, from initial setup through final data analysis? Please provide the experimental protocol to solve this problem.",Measurement of Nucleotide Triphosphate Sugar Transferase Activity via Generation of Pyrophosphate,10.21769/bioprotoc.1450,Measurement of Nucleotide Triphosphate Sugar Transferase Activity via Generation of Pyrophosphate,BIO-PROTOCOL,2015,journal-article,1.0,high
9878,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'wells'","Within the enzyme activity measurement phase of the 'Measurement of Nucleotide Triphosphate Sugar Transferase Activity via Generation of Pyrophosphate' protocol, what are the key preparatory and measurement steps that must be performed before data analysis? Please provide the experimental protocol t",Measurement of Nucleotide Triphosphate Sugar Transferase Activity via Generation of Pyrophosphate,10.21769/bioprotoc.1450,Measurement of Nucleotide Triphosphate Sugar Transferase Activity via Generation of Pyrophosphate,BIO-PROTOCOL,2015,journal-article,1.0,high
9879,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'wells'","In the 'Measurement of Nucleotide Triphosphate Sugar Transferase Activity via Generation of Pyrophosphate' protocol, how should the preincubation phase be carried out to eliminate background pyrophosphate and bring the reaction mixture to measurement temperature? Please provide the experimental prot",Measurement of Nucleotide Triphosphate Sugar Transferase Activity via Generation of Pyrophosphate,10.21769/bioprotoc.1450,Measurement of Nucleotide Triphosphate Sugar Transferase Activity via Generation of Pyrophosphate,BIO-PROTOCOL,2015,journal-article,1.0,high
9885,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFICHE'","In the ""Introduction and Sequencing of Patient-isolated HBV RT Sequences into the HBV 1.2-mer"" protocol, how should a researcher perform the heat-shock transformation of E. coli DH5α competent cells during the sequencing step, starting from thawing the cells to recovery on ice? Please provide the ex",Introduction and Sequencing of Patient-isolated HBV RT Sequences into the HBV 1.2-mer,10.21769/bioprotoc.1449,Introduction and Sequencing of Patient-isolated HBV RT Sequences into the HBV 1.2-mer Replicon,BIO-PROTOCOL,2015,journal-article,0.95,high
9887,culture,review_required,,"Within the ""In vitro Drug Susceptibility Assay for HBV Using Southern Blotting,"" what are the main stages specifically involved in the transfection process of HBV 1.2mer replicons into Huh7 cells? Please provide the experimental protocol to solve this problem.",In vitro Drug Susceptibility Assay for HBV Using Southern Blotting,10.21769/bioprotoc.1448,In vitro Drug Susceptibility Assay for HBV Using Southern Blotting,BIO-PROTOCOL,2015,journal-article,1.0,high
9888,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'dishes'","In the ^13C Kinetic Labeling and Extraction of Metabolites from Adherent Mammalian Cells protocol, what is the detailed step-by-step procedure for quenching and extraction of metabolites immediately after ^13C6-glucose labeling? Please provide the experimental protocol to solve this problem.",,,,,,,,
9891,culture,unverifiable,no_culture_raw,"In the free fatty acid isolation step of this protocol, what is the defined procedure for converting triacylglycerides into free fatty acids? Please provide the experimental protocol to solve this problem.",,,,,,,,
9896,culture,unverifiable,no_culture_raw,"Focusing on the experimental setup for seed preparation in the gravitropism study, what are the distinct phases of handling tomato seeds and seedlings before gravistimulation, starting from sterilization to selecting appropriate seedlings for analysis? Please provide the experimental protocol to sol",,,,,,,,
9899,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'petriplate'","In the seedling transfer stage of the tomato gravitropism imaging protocol, what precise actions should be taken to ensure seedlings are prepared correctly for the gravitropic experiment? Please provide the experimental protocol to solve this problem.",,,,,,,,
9901,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'petriplates'","In the ""Root Gravitropism"" section of the tomato gravitropic response protocol, what sequential actions must the researcher take to study how roots reorient under gravitational changes? Please provide the experimental protocol to solve this problem.",Root Gravitropism,10.1002/9781444310023.ch6,Root Gravitropism,Root Development,,book-chapter,1.0,high
9902,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","What are the major experimental stages in the 'Intracellular Cytokine Staining (ICS) on Human Lymphocytes or Peripheral Blood Mononuclear Cells (PBMCs)' workflow, from initial PBMC preparation to the final flow cytometry readout? Please provide the experimental protocol to solve this problem.",Intracellular Cytokine Staining (ICS) on Human Lymphocytes or Peripheral Blood Mononuclear Cells (PBMCs),10.21769/bioprotoc.1442,Intracellular Cytokine Staining (ICS) on Human Lymphocytes or Peripheral Blood Mononuclear Cells (PBMCs),BIO-PROTOCOL,2015,journal-article,1.0,high
9903,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","In the context of cytokine detection by intracellular staining, what are the main phases of the stimulation and staining portion of the 'Intracellular Cytokine Staining (ICS)' protocol after PBMCs have been rested overnight? Please provide the experimental protocol to solve this problem.",Intracellular Cytokine Staining (ICS),10.1007/springerreference_32474,Intracellular Cytokine Staining (ICS),SpringerReference,,reference-entry,1.0,high
9908,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'",What is the precise sequence of actions required to set up the germination of sterile tobacco seeds on stress media in the growth chamber experiment? Please provide the experimental protocol to solve this problem.,,,,,,,,
9914,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '200mm'","What are the major experimental phases in the 'Cyst Detection in Toxoplasma gondii Infected Mice and Rats Brain' protocol, from initial cell preparation to final microscopic cyst quantification? Please provide the experimental protocol to solve this problem.",Cyst Detection in Toxoplasma gondii Infected Mice and Rats Brain,10.21769/bioprotoc.1439,Cyst Detection in Toxoplasma gondii Infected Mice and Rats Brain,BIO-PROTOCOL,2015,journal-article,1.0,high
9916,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","In the ""Cyst Detection in Toxoplasma gondii Infected Mice and Rats Brain"" protocol, what are the specific steps for staining human foreskin fibroblasts (HFFs) prior to the addition of homogenized brain material, and why are these steps essential for accurate cyst quantification? Please provide the e",Cyst Detection in Toxoplasma gondii Infected Mice and Rats Brain,10.21769/bioprotoc.1439,Cyst Detection in Toxoplasma gondii Infected Mice and Rats Brain,BIO-PROTOCOL,2015,journal-article,1.0,high
9918,culture,unverifiable,no_culture_raw,"What are the exact steps for lectin staining of parasite cysts during the ""Cyst Detection in Toxoplasma gondii Infected Mice and Rats Brain"" protocol, and why is this fluorescent labeling crucial for microscopy analysis? Please provide the experimental protocol to solve this problem.",Cyst Detection in Toxoplasma gondii Infected Mice and Rats Brain,10.21769/bioprotoc.1439,Cyst Detection in Toxoplasma gondii Infected Mice and Rats Brain,BIO-PROTOCOL,2015,journal-article,1.0,high
9932,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'W'","In the modified 'TUNEL Assay in Kiwifruit Stigmatic Arms' protocol, what is the precise sequence of steps used for enzymatic permeabilization of the stigmatic arm tissue sections prior to DNA fragmentation detection, and how are cellulase, Triton X-100, and Proteinase K applied? Please provide the e",TUNEL Assay in Kiwifruit Stigmatic Arms,10.21769/bioprotoc.1434,TUNEL Assay in Kiwifruit Stigmatic Arms,BIO-PROTOCOL,2015,journal-article,1.0,high
9935,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFICHD'","What are the major stages in the 'Purification of 70S Ribosomes from Bacillus subtilis' workflow, from initial culture to final ribosome storage? Please provide the experimental protocol to solve this problem.",Purification of 70S Ribosomes from Bacillus subtilis,10.21769/bioprotoc.1432,Purification of 70S Ribosomes from Bacillus subtilis,BIO-PROTOCOL,2015,journal-article,1.0,high
